sentiment,text
1,so much fabric.
1,cute and comfortable.
1,cute shorts but runs big.
1,lovely and fun to wear.
1,classic and versitle.
1,always receive complement when wear this.
1,colorful vibrant top.
1,lovely multiseason skirt.
0,has no shape.
1,you need this.
1,great flow of movement.
1,design flaw but awesome.
0,wanted to love this skirt.
0,takes  minutes to put on.
1,nice fall florida skirt.
1,great summer dress.
0,good idea looks so cheap.
1,adorable must have.
0,major design error.
1,perfect for summer.
1,so cute for summer.
0,shoulders are off bad pleat placement.
1,cute  unique tank.
1,not for me.
1,runs quite large but beautiful.
0,another see through ivory blouse.
1,lovely summer top.
0,a bit big and sloppy.
1,great springsummer pants.
1,fav kimono ever.
0,ridiculously big unflattering over bust.
1,very beautiful very versatile and very flattering.
1,great comfortable shirt.
1,comfortable nicer tshirt.
1,beautiful top shorter than expected.
1,good for skinny minis.
1,light weight but super comfortable.
1,the reviews tell the truth.
1,lovely knit texture terrific styling winner.
1,great versatile tank.
1,sexy and flows.
0,fit was off.
0,leaves much to be desired.
0,j brand cropped rail jeans.
1,beautiful lace tank.
1,oh la la.
1,a very nice surprise.
1,flattering  chic  comfortable.
1,cream  black stripe.
1,ca not wait to wear it.
1,airy and feminine.
1,the everygirl basic.
1,prettier in person.
1,man love this shirt.
1,great pops of color for the end of summer.
1,fuzzy pink perfection.
1,another confusing review.
1,nice dress not beautiful wellmade comfortable.
1,no lining in this.
0,beautiful top with odd fit.
1,my new favorite.
1,not good for big hips.
1,fit issues for curvy gal.
1,probably best on hourglass bodies.
1,love love love it.
1,lovely but odd fit.
1,super cute top.
1,this top is the bomb.
0,stain on shirt.
1,busty ladies size up.
1,a piece of art.
0,not right for every body type.
1,like wearing beautiful painting.
1,shirt is beautifully made.
1,runs two sizes small.
0,triangles are not my shape.
1,wonderful dress that can be dressed up or down.
1,lovely one piece.
1,the  piece.
1,beautiful and flattering.
0,great quality but odd fit.
1,just what was looking for.
1,very pretty dress but runs big.
0,not for the busty babes.
1,great petite maxi.
0,scratchy and boxy.
1,lovely dress fits well.
0,oddly fitting top.
1,go to dress.
1,cute but missing some oomph.
1,beautiful and comfortable.
1,perfect maxi dress.
1,a perfect dress.
0,much lower top.
1,only one problem length.
1,even more beautiful in person.
1,beautiful and flattering.
1,lovely little number.
1,love this dress.
1,a basic for my closet.
0,pretty dress with problems.
1,i look taller.
1,beautiful flowy summer dress.
1,ruffled halter maillot.
1,beautiful classic dress.
1,flattering and subtle.
1,classy with little swagger thrown in.
1,playful and easy to wear.
1,yay long one.
1,short and wide.
0,too short .
0,perfect for tent.
1,weird maeve sizingfit.
1,love it typical nice comfy shirt.
1,more beautiful in person.
1,my winter wonderland.
0,size  cut inconsistently too small.
1,adorable cat pattern but strange fit.
1,lovely but runs very large.
1,awesome jumpsuit many compliments.
0,a little incongruous.
1,cat lovers dream blouse.
1,cute but short.
1,so cute petite fits great.
1,adorable fun blouse.
1,loved the idea but .
1,cute top but uneven fit.
1,perfect every day top for work or play.
1,fun blouses with cute patterns.
1,not for cup.
0,gorgeous prints not great fit for everyone.
1,no problems fit.
1,best of maeve.
0,love maeve generally.
1,really interesting blouse very happy purchase.
1,stylish  and fun.
1,like wearing hug.
0,cheap thin fabric. too bad.
0,lots of room.
1,cute quirky prints and comfortable.
1,favorite summer piece.
1,thumbs up for the downhill skier blouse.
0,very baggy but adorable fabric pattern.
1,best thing have bought myself in long time.
1,fun at work.
0,not cut like traditional button down.
0,not good for girls with big chest.
1,conversationalist buttondown with cats.
1,cute fun dress.
1,so silky soft and lightweight.
1,very nice just as pictured.
1,love this top.
1,exactly as pictured.
1,why did you discontinue these.
1,great aqua print.
1,perfect white jean jacket.
1,xl fits great color description is bit off.
1,flirty frilly and fun.
0,boxy  odd fit. bodice not as fitted as shown.
1,immediate favorite instant staple.
0,pretty design but poor quality.
0,nice but complicated.
1,beautiful basic for summer.
1,love the design.
1,thumbs way up.
1,loved the colors.
1,love the style wish it came in petite.
1,nice flow top.
1,light and comfy.
1,a pressing matter.
1,comfortable and casual.
1,awesome such pretty top.
1,comfortable and warm.
0,great topbut quality an issue.
1,removing the liner.
1,light  airy.
1,runs very large.
1,really streeeeetches out so size down.
0,didnt love it.
1,flowy blouse with little sparkle.
1,everything would hoped.
1,finished touch in one piece.
1,worth the regular price.
1,cozy great for autumn  mild winter nice shape.
1,great tee for summer days ahead.
1,will get lots of use.
1,pricey but nice.
1,a fun dress.
1,nice summer dress.
0,different fabrics make fit off.
1,pretty but not for boobs.
1,this color is everything.
1,such cute and versatile piece.
0,cute but off fit.
1,nice material with some stretch.
1,this sweater is beautiful.
0,one big flaw.
1,great holiday sweater.
1,my favorite piece this season.
0,fit was small at waist large up top odd spots.
0,too large and too small at the same time.
1,in love with this sweater coat.
1,great dress for spring.
0,i can not believe that this has so many good reviews.
1,nice style but not on me.
1,very pretty lovely color nice fabrics.
1,sweetest summer dress.
1,better in person than the photos.
1,super cute sweater coat.
0,beautiful but fuzzy.
1,beautiful golden yellow size down.
1,confused by the gold.
1,do not detach the collar.
1,do not size down if you are busty.
1,dress up or down.
1,dress me up or dress me down .
1,gorgeous sooo soft.
1,pretty and comfortable.
1,nice top but runs large.
0,not good for curvy girls.
1,love these pants.
1,very nice skirt but too small.
1,fantastic fit and fabric.
1,interesting blouse some limitations.
1,allaround quality but big.
0,pretty but sleeves make it seem large.
0,not as it seems.
1,perfect lightweight top.
1,cute summer top.
0,beware of care instructions.
1,l space ruched maillot.
0,beautiful but boxy.
1,great casual jacket.
0,just did not work for me.
1,gorgeous design loose fit mixed cotton textures.
0,ice cream you scream.
1,super for summer.
1,comfortable with beautiful design.
1,love this suit.
1,just knew would love this.
0,short waisted fits small.
1,beautiful but boxy.
1,love the stitching.
1,worth the required piece of fashion tape.
1,love the embellishment.
1,fun and stylish.
1,could be greaton someone else.
1,turquoise is lovely size down for best fiti.
1,adorable and excellent quality.
1,modernoversized men is wear meets utilitarian chic.
1,gorgeous but weird fit.
1,too small in the bust.
1,so nice am getting another.
1,you cannot wash.
1,wonderful autumn coat.
0,cute but stretched out in minutes.
0,scratchy and prickly.
1,cute dress for everyday.
1,embroidered sienna top.
1,perfect ice pop for summer.
1,love this top.
1,great date top.
1,not so vanilla.
1,adorable but runs small in the bust .
0,these stretch out horribly.
1,not exactly as expected but lovely nonetheless.
1,love this dress.
0,prettier in black but would pass on ivory.
1,super cute fall top with skinny jeans.
1,another beauty from maeve.
1,very pretty quite small.
1,love this dress.
1,perfect little white tee.
0,what shame.
1,tee with punch.
1,adore this top.
0,pilcro has gone so down in quality.
1,easy  comfortable.perfect for the heat.
0,sleeves not like those on the model.
1,fresh take on classic t.
1,double duty functional  fashionable.
1,adorable lightweight and comfy.
0,could have been great.
0,save your money.
1,unique cool top.
1,gorgeous. try it.
1,description way off but beautiful dress.
1,love this shirt.
1,love this style.
0,nice print not flattering for me.
1,pretty dress love it.
1,great white top.
1,anther at it is finest.
1,beautiful colors runs large.
1,a bit thin but otherwise perfect.
0,ready for clown college.
1,the jeans are great find.
1,beautiful beach pants.
1,unique detailed  lovely.
0,cute jeans terrible quality.
1,love this sweater.
1,sadly too big.
1,cute but huge.
1,beware launder before wearing.
1,cool summer tee.
1,a flattering oversized shirt.
1,love it it is much longer on me.
1,a very flattering shirt.
1,took me by surprise.
1,loose  exotic.
0,much nicer in the pictures.
1,fun little tank.
1,the perfect bra.
0,baggie and big.
0,it is cropped in the front.
1,new favorite peasant blouse.
1,fabulous fit distressing will get more pronounced.
1,this looked surprizingly really cute in person.
0,a tad scratchier than most.
1,great royal blue color.
1,great fit and style.
1,comfort and color.
1,a true winter sweater.
1,cute but runs large.
1,absolutely beautiful dress.
1,fun funky but really long.
1,very flattering fit.
1,blue lining and awkward arm holes.
0,on its way back to retailer.
0,could have been one of the great ones.
1,beautiful print and design of suit.
1,beautigul but boxey.
1,another great tiny henley.
1,this top surprised me.
0,wanted to love.
1,color is spectacular.
0,priced too high.
1,not mid waist.
1,pretty but runs large.
1,great corduroy by pilcro.
1,really comfortable and cute  extremely soft fabri.
1,adorable easy dress.
0,i do not get it.
1,favorite purchase this year.
0,it will not fit over the chest.
1,perfect comfy little dress.
0,not for my body type.
1,not best quality but really cute.
1,great summer piece.
1,love the color  style but.
1,quality does not match the price.
0,high quality but too big.
0,ivory is almost completely seethrough.
1,soft and retro.
1,nice jeans wish they had belt loops.
0,great concept poor quality.
1,this will be summer staple.
1,unique and casual winner.
1,finally flattering cords.
1,great summer top.
1,like hug for your lower half.
1,comfortable and classy.
1,great casual top.
1,big but so good.
1,very pretty and comfortable.
1,beautiful and comfortable dress.
0,not the right fabric.
0,wanted to love this.
1,detailed and classy.
1,cute suit but order size or two up.
1,very small leg openings.
0,not what would hoped.
1,flattering for xl.
0,good idea bad execution.
1,recommend with reservations.
1,great quality skirt.
1,comfort  style in one great top.
1,pretty cute but.
1,perfect for fall and cozy days.
1,beautiful easy top.
0,really disappointed with the quality.
1,better than expected.
1,another basic top to add to your work wardrobe.
1,cute but runs huge.
1,fabulous fall poncho.
1,love this skirt.
1,great wardrobe staple.
1,beautiful but was not quite right.
1,cute fit love the pockets.
1,nice neutral colors for fall.
1,maid of honor dress to be.
1,nice basic skirt.
1,dramatic in every way.
0,wanted to love it.
0,weird fit makes you look like you are on stilts.
1,instead of denim.
1,great design sizing tough.
1,size up for comfort.
1,order only if you like super sparkly metallic trim.
1,lovely top for fuller figures.
1,perfect western scene.
0,wish it worked.
0,scratchy material plaid does not align.
1,love these pants.
1,beautiful fit and excellent quality.
1,wild wild west.
1,classic but unique.
1,great versatile dress.
1,perfect print tee under denim shirt.
1,omg gorgeous sweaters.
1,love this shirt.
0,loved the pattern.
0,not jacket.
0,stretches out majorly.
1,cute unique shirt. great with jeans.
1,love this dress.
1,darling little basic tee.
1,the cutest ever.
1,cute and edgy.
1,nellore blouse for the win.
1,great wedding guest dress.
1,soft and flattering.
1,beautiful but the fit is off for me.
1,super flattering and comfortable.
1,this season is go to black dress well one of them.
1,brighter  boxier but still fabulous.
1,it is keeper.
1,cute but billowy.
1,incredibly soft great print.
1,great transitional jacket.
1,runs big order one size down.
1,stylish but has few issues.
1,great little light cardigan.
1,thick and heavy.
0,split it in the butt.
1,great pants but seam issues.
1,buy this top.
1,terrible for my body type.
1,pattern different than expected.
1,great for fall.
1,fun soft light weight.
1,very soft thin bit short for long torso.
1,simple yet stunning.
1,lovely take on the moto jacket.
1,colorful and unique.
1,not for the full of chest.
1,hit or miss sizing.
1,soft and elegant.
1,comfy and cozy but looks good.
1,warm soft and lightweight.
1,soft and romantic.
1,soft and versitle.
0,orange color is pretty quality is poor.
1,beautiful soft sweater.
0,was looking forward to receiving this.
1,the best yet.
1,love this jacket.
1,my favorite pants in my closet.
0,fyi photo of black shirt is misleading.
1,warm and stylish.
0,poorly made static and too tight.
1,chic and feminine sweater love it.
1,soft and flowy.
1,soft beautiful sweater.
1,planning on living in these.
1,several great points.
1,so comfy and stylish.
1,chiffon knitted blouse is stunning.
1,soft feminine top.
1,the most beautiful sweater.
1,lovely and light weight.
1,beautiful but not for those who are short waisted.
1,gorgeous but delicate.
1,perfect flattering sparrow jacket.
1,love it .
1,sleek moto sweater  upgraded cardigan.
1,soft and light.
1,perfect dress for me.
1,great fall dress.
1,pretty flirty and loose.
1,lovely dressy dress.
1,pretty cotton caftan.
1,pretty but not for mr.
1,love this dress.
1,beautiful dress but too delicate.
1,do not ignore this one.
1,summer moon dress.
1,mountaire maxi dress write your review required.
1,love love love.
1,pretty and comfrotable get on sale.
1,uniqueness won over couple of flaws.
1,i am going to wear it lot.
1,great dress wrong color.
1,cute but small.
1,great addition to wardrobe.
1,awesome every day tee.
1,comfy yet stylish.
1,i loved it.
0,not flattering on me.
1,great addition to fallwinter wardrobe.
1,well made and flattering.
1,cute back hem feature.
1,comfy but classy.
1,pretty airy dress.
1,ample and soft.
0,i feel so betrayed.
0,more cheeky than expected.
1,had great possibilities.
1,not my thing.
1,great fit  colors  style.
1,casual striped vneck tshirt.
0,love it but it is itchy.
1,great dress overall.
1,finally sweater dress that is not too tight.
1,this dress is extremely elegant and fun.
0,i looked like linebacker.
1,v neck flower tee.
1,great basic t.
1,cute tee shirt.
1,purple floral tee.
1,fancy and cas at once.
1,great details and fit.
0,frankenstein experiment gone wrong.
1,another lovely retailer dress.
0,beautiful sweater but extremely itchy.
1,let the sun shine.
1,cute great color runs little big.
1,love this dress.
0,what is up with the tag.
1,cute but where is the skirt.
1,adds little something to an outfit.
0,too thin too sheer.
1,boxy and gapes but thick and well made.
1,beautiful and flowy.
1,my new favorite tee.
1,edgy jacket will add oomph to outfits.
1,very feminine summer dress.
1,love the stripes.
1,cute tee very soft.
0,perfect.for two wears.
1,i love these.
1,staple with flair.
1,perfect pair of tights for winter.
1,exceeded my expectations.
1,gorgeous stock photo does not do it justice.
1,versatile cozy and fabulous.
1,beautiful fabric perfect fit.
1,cute and comfy.
0,nice design but not great quality.
1,love these tights.
0,so surprised by the poor quality.
1,very comfortable with super pretty embroidery.
1,cute and simple.
1,cute but huge.
1,soft and comfy.
1,perfect dress for autumn.
1,cute and comfey.
1,so many compliments.
0,fabric is cheap.
1,darling little mini.
1,perfect white shirt.
1,so soft and amazing.
1,red and navy checks.
1,love this dress.
1,beautiful looks like just photo on.
1,elegant and casual at the same time.
0,cuter on the model.
1,nice but too big.
1,lots of compliments.
1,fun neutral layering piece.
1,super cute summer top.
1,awesome fun skirt.
1,this skirt is perfection.
1,gorgeous must have skirt.
0,i felt frumpy.
1,fun flirty and comfy.
1,cute work appropriate top.
1,cute versatile dress.
0,comfy but too much coverage.
1,perfect denim skirt.
1,great midi denim skirt.
0,not so great.
1,classy and effortless.
1,cute and comfortable tee.
0,wanted to love it.
1,buy this dress.
0,shrinks in the wash.
0,beautiful fabric but not for the busty.
1,cute idea poor execution.
1,perfectly neutral dress.
1,perfect summer work dress.
1,what is with the pocket.
1,this is cool dress with one issue.
1,flattering but heavy.
1,the best buy.
1,casual dress with style.
1,a new favorite.
1,cute and comfy.
1,the perfect tee for atlanta is hot weather.
0,too much fabric.
1,pretty big but for tanned people.
1,red version in xl is perfect.
1,the purple is beautiful and comfortable.
1,cute but not cute enough for me.
1,great dress for full figure.
0,large  boxy.
0,great patterns too big.
1,really cute shirt but do not upsize.
1,so much better in person.
0,beautiful from the front. . . .
1,runs large order  size smaller.
0,made well but not flattering.
1,cute but something is off.
0,i so wanted to love this top.
0,a bit large.
1,add me to the list.
0,loved the style but the fit was off.
1,perfect shift dress.
1,fun pattern great fit.
1,flowers and butterflies.
1,cute and comfy.
1,beautiful lightweight leather vest.
1,perfect light weight tee.
1,cute and comfortable.
1,midi dress with retro appeal.
1,tee shirt material. blowsy.
1,boxy but cute.
1,versatile comfortable quality.
1,cute runs large.
0,it is tent.
1,great ultra casual top.
1,a great addition to any wardrobe.
1,great color and design.
1,love love this dress.
1,too bad too big.
0,good idea poor execution.
1,relax comfy with style.
1,beautiful piece runs large.
1,if had the right size.
0,want to love this but.
1,versatile comfortable goodlooking pants.
0,too much sweater.
0,too large even in xs.
1,very well made.
0,fell short of expectations.
1,for nymph waist.
1,material to thin unflattering cut.
1,love love but way too big.
1,nice tunic but runs small.
0,cute but not quite right.
1,comfort and style.
1,great work pants.
1,love love love these.
1,love these jeans.
1,wonderful fabric fabulously stylish.
1,so good had to buy another pair.
1,effortless easy summer staple.
0,jeans too heavy and large.
1,please offer this in more colors retailer.
1,will not stretch tags are misleading.
1,cute versatile maxi.
1,best swim skirt ever.please offer more options.
1,flattering and comfy  my perfect jean.
1,so so flattering.
0,sadly they are going back.
1,classic flare jean.
1,my new favorite summer dress.
1,beautiful and slimming.
1,great black trousers.
1,great fit  comfort.
1,perfect interpretation of latest style.
1,cabled crossover wrap.
1,a great look but not as shown online.
1,if you have big booty get these jeans now.
1,polished step up from average jeans.
1,color is more mauve rather than light pink.
1,different but nice.
1,it is worth look.
1,short and wide.
1,wait for sale.
1,beautiful embroidered purple tank.
1,beautiful romantic top.
1,based on trying on one size larger.
1,pretty comfy top.
1,beautiful dress comfortable.
1,cute but not for my figure.
1,really pretty and feminine.
1,very unique top.
1,a little short.
1,beautiful tank but poor shape.
1,simple  beautiful.
0,i wanted to love this.
1,dressy yet comfy.
1,really elegant in person.
1,i am lil disappointed.
0,great shape poor condition.
1,always like paige jeans.
1,gorgeous but tent like.
1,a sweet surprise.
1,unique and eyecatching top.
1,agree with others not for long torsos.
1,beautiful blush top.
0,beautiful but lots of material.
1,runs small but cute.
1,much prettier in person.
1,love the blue in this top.
1,this top is beautiful.
1,love love love this top.
1,this is fun top.
1,add little shimmer to your outfit.
1,beautiful dress but huge.
1,so soft and pretty.
1,great casual skirt.
1,nice addition to my wardrobe.
1,very flattering top.
1,beautiful swing dress.
0,material too thin too wide on bottom.
1,super cute top.
1,simple stylish top with jeans.
1,fun summer tank.
1,cute as it is comfy.
1,quirky and pretty.
1,pretty everyday sweater.
1,feminine blouse for summer.
1,perfect fit on me.
1,do not miss this top.
1,love the length as am short.
1,even prettier in person.
0,terrible quality of material.
1,love the structure not the length.
1,really nice top.
1,i wish had bought it in every color.
0,way too large in the waist.
1,flexible style cute fit.
1,darling summer top.
1,not for the broadshouldered.
1,pretty and sophisticated.
0,very cute dress but odd sizing.
1,got the last one .
1,cute colorful top.
1,navy top is classic and timeless.
1,great purchase if on sale.
1,unique cardigan both dressy and casual.
1,attractive and comfortable dress.
1,buy this shirt before it sells out.
1,cute but thin fabric.
1,stylish hip  professional.
1,great day dress.
0,not as cute in person.
1,love this top.
1,great tank just not for me.
1,very cute top for the summer.
1,great peplum top.
1,flattering even on my curvy figure.
1,perfect shirt for all occasions.
1,great jeans size down.
0,wanted to love this dress but.
1,would wear it every day if could.
1,cute but little awkward.
1,versatile great spring color.
1,lovely little large.
1,great summer top.
1,simple and elegant.
1,very flattering top.
1,cute peplum top.
1,adorable layering piece for spring.
1,comfortable  fun.
1,patterned peplum top.
1,so much potential.
1,cute and comfy.
0,such cute top.
1,pink is brighter.
1,why do not you look good on me lovely cardigan.
1,lacy cutouts flattering shape versatile.
1,pretty colors nice fit.
1,off the shoulder.
1,great layering piece.
1,the print is interesting.
0,color transfers to other clothes.
1,say yes to this dress.
0,really poor quality.
1,fun spring accessory.
0,tight sleeves overly blousy top.
1,perfect for fall.
0,cute dress but do not wash dry clean only.
0,test like fit.
1,like but not love.
1,is not she lovely.
1,a fresh take on flannel.
1,feel like million bucks in this dress.
1,flattering fit and flare dress for fall.
1,burgandy plaid beauty.
1,soft thin summer vest.
1,great off the shoulder top.
1,beautiful but runs small.
1,really cute vest.
1,cute and comfortable.
0,cute style terrible material.
1,not for slim hips.
0,sure if you want to wear granny nightgown.
1,new favorite top.
1,oldie but goodie.
1,a break from all the bohemian dresses.
1,so so comfortable .
1,off the shoulder trend continues for the fall.
0,not for petites.
0,fabric looks cheap.
1,hard one to review.
0,was not for me but was soft.
1,not as described.
0,good cut bad texture.
1,warm and beautuful.
1,great overall top.
0,fuzzy and needs to be dry cleaned.
1,great winter basic.
1,perfect winter dress.
1,did not fit .
1,fun fortiesesque dress.
1,this is very nice top.
1,allaround cute top.
1,beautiful but little too s.
1,will be my new sweats.
1,pretty but not good on me.
1,great versatile top.
1,soft and comfy.
1,not what expected but cute.
1,not for me and the red is more pinkish.
1,cute but big.
1,cost of beauty can be painful.
1,bright fun blouse.
1,darling but size down.
1,beautiful vintage inspired dress.
0,not flattering from most angles.
0,boxy and unflattering.
1,love love love.
1,love this red dress.
1,a great casual top.
1,comfortable flattering top.
1,love them they can shrink.
1,stop what you are doing and buy this dress.
1,i loved the dress.
1,great winter dress.
1,great casual summer sweater.
1,my thanksgiving dress.
1,soft and versatile.
1,perfect white tank.
1,makes you feel like million bucks.
1,great transitional piece.
1,sweet little jacket.
1,flattering flows out.
1,must see this beautiful blouse.
1,day to night.
1,versatile and elegant.
1,cute but big.
1,a must for any morrissey fan .
1,incredibly soft and light.
1,pretty top with some issues.
1,gorgeous but runs very large.
1,love this top.
1,gorgeous white blouse.
1,perfectly unique white top.
0,this top could have been so sweet.
1,beautiful  sooo comfortable.
0,nice but nah.
1,a simple staple.
1,bright and happy.
1,armholes are huge.
1,must try on.
0,pockets not well executed.
1,fitted cargos with cute details.
1,a bit like muumuu.
1,traditional material in new way.
1,cute summer top.
1,romantic flowy beauty.
1,a bit too small.
1,great spring tunic.
1,stylish  comfortable.
1,this might be.
1,way better in person.
1,floaty empire classic white.
1,love em but hei hei where would the side buttons go.
1,versatile casual pant.
1,lovely fall top.
0,so much fabric.
1,love this dress.
1,love the way these pants make me feel.
1,soft but color not quite like pictured.
0,this style runs very large.
1,so soft and great length.
1,pretty but big.
1,on the fence.
1,fantastic white pant.
1,fun summer dress.
1,cute bohemian dress.
1,oh so sweet when it is the right fit.
0,dangerous beads on backwill rip upholstery.
0,cute on the hanger not so much on.
1,fabulously easy dress.
1,adorable great capri.
1,cute and stylish.
1,new favorite top.
1,my new faves.
0,no thank you.
1,unexpectedly love it.
1,perfect white tunic.
1,lovely for summer.
0,not flattering fit.
1,this top is so soft.
1,you will love this.
1,cute but runs larger than large.
1,love this sweater.
1,very simple little sweater.
1,beautiful fall sweater.
1,great comfy  nice sweatshirt.
1,failed to read vest polyester shearlinglined.
1,this dress is why love retailer.
1,gorgeous and socially conscious.
1,so sad had to return.
0,nice color but.
1,good fit ok material.
0,just does not fit right.
1,cute and comfy.
1,love this dress.
1,classy dress husband loved it.
1,shorter arm length than pictured.
1,great swing dress.
0,completely shapeless  massive.
1,way too big.
0,cute but .
0,great consept did not work on me.
1,comfy and stylish.
1,gorgeous and unique.
1,lovely color beautiful detailing.
1,very pretty and flattering.
1,very heavy sweater.
1,pretty ivory tank.
0,terrible butt sag.
1,good quality cardigan.
0,pretty but rides up.
1,ca not stop wearing it.
1,lovelier in person.
0,missed the mark.
1,comfy and stylish.
1,cute and stylish.
1,great casual sweater with lovely details.
1,beautiful shade of blue.
1,for work and play.
0,beautiful top but too big.
0,cute and sporty.
1,another charlie winner.
1,high quality and flattering.
1,very stylish and fitting.
1,beautiful but not for me.
1,adorable and high quality.
1,dress them up or down.
1,i wish it was the same dress in the store.
1,great quality runs small.
1,nice ivory vintagy.
1,great fit just one small prob.
0,there is reason the model is sitting down.
1,pretty everyday dress.
1,go to lbd.
1,this is the lbd you need.
1,not flattering on me.
1,fun flowy vibrant.
1,knock out in crochet.
1,the summer skort.
1,adorable and unique.
1,pretty but tight in bust.
1,elegant but easy.
1,awesome printed skort.
1,great light weight sweater.
1,pretty and versatile skirt.
1,long sleeve version of the tanks.
1,stunning but runs small.
1,great flowy dress.
1,pink version is so pretty xl fit great.
0,flimsy and disappointing.
1,lovely soft colors.
1,this product has fabulous design.
1,love this sweater.
1,runs very small.
1,gorgeous wellmade sweater.
0,wanted to love.
1,lovely for fall.
0,oh dear no.
1,need to see this in person.
1,perfect for all seasons.
1,very nice dress.
1,love love love.
1,love love love.
1,lovely and comfy.
1,very cute skirt.
0,bought two mine did not work.
1,nice lightweight sweater.
1,perfect summer top.
1,just layering piece for me.
0,husband said it looked like straight jacket.
0,disappointment in the ivory version.
1,casual and dressy.
1,dress up or down easily.
1,soft and sweet.
1,runs large and small.
1,love this sweater.
1,lightweight  shimmery.
1,this product adds volume.
1,soft and stylish.
1,beautiful pattern and nice fit.
1,wonderfully soft and cute pop of color.
1,this is absolutely amazing .
1,graphic fabric not well handled.
1,great little topper.
1,lovely fabric and design.
1,cutelooks like dress on.
1,so  snug.
1,super flattering and flowy.
1,beautiful design dubious quality.
1,fantastic yellow cardi.
1,cutest skirt ever.
1,do not like wearing dresses  try this.
1,allinall nice denim.
1,it is in the details.
0,cute but not flattering on.
1,cute and comfy skirt.
1,pretty shirt not the right body type.
1,this jumper is perfect.
1,so love so cute.
1,cute and comfortable.
1,believe all the great reviews.
1,wanted to love but.
1,cool summer skirt.
0,arms too long and waist too short.
1,not take home for me.
1,stunning one of kind.
1,stunning and so comfortable.
1,so flattering not too short.
0,did not work for my body type.
1,cute  flowy.
1,more mustard yellow than the website pictures.
1,very good quality jeans.
1,really cute with some drawbacks.
0,great color stretch not great.
1,runs long and large.
1,beautiful comfortable transitional.
0,comfortable but not flattering.
1,cute but thin material.
1,great for animal lovers.
0,i like the idea but the execution was not so good.
1,lovely but not perfect.
1,love this top.
1,who knew critters could be so cozy.
1,super cute but big.
1,beautiful but huge.
1,very nice christmas present.
0,a little disappointing. .
1,cute definitely needs to be belted.
1,soft  cozy.
1,love this beautiful stylish sweater wrap.
1,if only was .
1,cute top for summer.
1,love this dress but definitely size down.
1,larger than life.
0,loved it on the model.
1,i am in love.
1,great dress but runs big.
1,sophisticated yet simple.
0,oversized and unstructured but soft.
1,into the west.
1,from workout to errands.
1,ran bit big for petite but very cute.
1,soft and sweet.
1,very pretty blouse just as pictured.
1,runs really large.
1,love the color.
1,love its so versatile.
1,flattering  comfortable bit flow at bottom.
1,great style  fit.
1,cute ordered online.
0,runs very small more like zippered shirt.
1,beautiful but runs small.
1,pros and cons.
1,perfect for fall.
1,great casual wardrobe staple.
1,fun and hip but not too young.
0,not as pictured.
1,great jacket so unique.
1,love this top.
0,runs small and looks different in person.
0,manufacturing process incomplete.
1,comfortable and flattering.
1,perfect notsobasic basic.
1,love this jacket.
1,cute comfortable great details.
1,beautiful sweatergreat quality but.
1,very cool jacket.
1,like wearing soft blanket.
1,short but still cute.
0,you do not know what you get until you get them.
1,perfect around the house shirt.
1,love this shirt.
1,true to size and reversible.
1,best fall purchase made.
0,sweater not as shown in photo.
1,make your buns look adorable.
1,cute.but odd color.
1,flattering flowy dress.
1,great dress for all occasions.
1,great for all body types.
1,fantastic in both colors.
1,love this dress.
1,not flattering on me.
0,odd fit beautiful design but poor execution.
1,too long .
1,super cute dress.
1,gorgeous but not for me.
1,such perfect summer dress.
1,weekend or work  all good.
1,drapes so beautifully.
1,just as pictured.
1,i am wearing the hadley tunic for my birthday.
1,lovely summer dress  great cut.
0,poor bust design.
1,my goto top.
1,everyone loves this dress.
0,close but not quite right.
1,works in any season.
1,the fringe on the bottom is great.
1,my fave this summer.
0,nice concept. disappointing reality.
1,a knockoff so what.
1,paper crown does it again.
1,for slender legs only.
1,most comfortable jeans ever.
1,floral and feminine.
1,love  adore.
1,beautiful just not for me.
1,nice quality but.
1,lovely warm weather dress.
1,picture is misleading.
1,nice high waisted flare.
0,less than just okay.
1,runs smaller than usual pilcros.
1,great fitting jeans.
1,great for leggings.
1,love love love.
1,not for me but cute.
1,beautiful color and very flattering.
1,love the look but.
1,spring and summer gotta have it.
1,amazing. read my info about sizing before ordering.
1,so crazy comfortable.
0,not the same.
1,surprisingly comfy and flattering.
1,very cute but.
1,good idea.execution could be better.
1,shorter in front than expected.
1,great as dress.
1,ca not stop thinking about this one.
1,comfortable style and fit.
1,not tunic.
1,absolutely in love.
0,not the tunic show on model.
1,all time favs.
1,not tunic.
1,so in love.
0,not quite what expected.
1,sweet little top.
1,nice fit beautiful embroidery.
1,yeah but it is great tent.
1,great casual top for jeans.
1,like but not love.
1,beautiful looks fragile but wellmade.
1,not quite for me.
0,not like the picture.
1,very soft material color is different in person.
1,gorgeous and exotic dress.
1,nice staple thin long.
1,casual and smart enough for work.
1,beautiful dress runs bit big.
1,good work dress.
0,lovely colors but huge and not as pictured.
1,fabulous and versatile.
1,pretty versatile swing top.
1,super comfortable and flattering.
1,lovely but large.
1,summer blossom crops.
1,work of art.
1,heartbreakingly gorgeous awful fit.
1,even more vibrant in person.
1,fun new toy.
1,cozy and stylish.
1,love this tunic.
1,my new favorite cardigan.
0,tried to make this top work too short.
1,not for the curvy.
1,heads up the sleeves are bit tricky.
1,casual pretty and simple.
