sentiment,text
1,works as described.
1,good but not enough.
1,an amazing little device.
1,good value for cost.
1,great for kids.
1,a gift on angel tree  cumberland ms.
1,sturdy piece of hardware.
1,this was gift that we raffled off for holiday.
1,a great tablet for the price.
1,good tablet for reading online.
1,i love this.
1,makes good little tablet.
0,not able to downloan app.
1,great tablet great price.
1,son wanted fire expansion slot.
1,great inexpensive tablet.
1,great affordable tablet.
1,great for beginners.
1,nice samsung phone.
1,great starter tablet.
1,decent tablet serves its purpose.
1,we bought this for our  year old granddaughter.
1,nice beginner tablet.
1,fire  tablet.
0,good tablet functions with  reliability.
1,good start up tablet.
1,great to use.
1,very hand an easy to use.
1,too much propaganda.
0,mother has hard time understanding.
1,good for price.
1,decent tablet for price.
1,good tablet for kids.
1,amazon  fire   tablet.
0,best for an adult.
1,great for the price.
1,easy to use. works well.
1,overall decent tablet.
1,kids love them.
1,nice product for the price.
1,great all around tablet.
1,great tablet at bargain.
1,great tablet for teenager.
1,great tablet for the price.
1,great product for the price.
1,kindles are awesome.
1,great tablet for the price.
1,great for web browsing.
1,fantastic gadget use it everyday.
1,very nice tablet for the price.
1,great beginner tablet.
1,awesome for the kiddos.
1,good for kids.
1,love this tablet.
1,not for web surfing.
0,screen too small. wifi does not work well.
1,great tablet .
1,great for readers.
1,serviceable tablet for entertainment.
1,fabulous tablet for the money.
1,great product for my dad.
1,great tablet for price.
1,excellent first tablet.
0,it is  tablet.
1,great starter tablet.
1,great for kids.
1,great tablet for kids.
1,great sale item.
1,great tablet for beginners.
1,great picture quality and fast response.
1,kindle  .
1,good for price.
1,gave this as christmas gift.
1,great for daily use.
1,so easy to set up and start reading right away.
1,got tablet for daughter great tablet and size.
1,great tablet for kid.
0,get what pay for.
1,great gift for the grandkids.
1,great tablet for kids.
1,great tablet but.
1,decent for the price.
1,great little tablet.
1,great tablet for the price.
1,great for reading books.
1,perfect tablet for my mom.
1,great tablet for the money.
1,great if you do not want to try to add apps.
1,nice for the money.
1,perfect for avid reader.
1,cheap an good.
1,amazonian kindle for  killer deal.
1,excellent tablet for price ..
1,great affordable tablet.
1,great tablet for the price.
1,good product clear picture.
1,amazon fire tablet  daughter loves it.
1,great for reading ebooks.
1,absolute best tablet in this price range.
1,easy to use.
1,fire tablet with kodi.
1,great option for kids.
1,great product for the price.
1,great product for the price.
1,great gift idea.
1,excellent prodcut with gr quality.
1,granddaugther loves it.
1,great product at great price.
1,amazon fire tablet.
1,great tablet for kids or adults.
1,good tablet for beginners.
0,quirky and freezes.
1,good value. until the battery fails.
1,black friday special  for decent tablet.
1,decent tablet for the price.
1,just great for kids.
1,great product for great price.
1,great inexpensive tablet.
1,easy to use packed with abilities.
1,load movies for the plane.
1,great for kids.
1,perfect for tween.
1,great for all ages.
1,great tablet for the price.
1,serviceable reader  tablet.
1,great tablet on the go.
1,great tablet. cheap and cheerful.
1,gave as gift.
1,great for kids.
0,you get what you pay for.
1,great for kids.
1,great for kids.
1,great gift for grandchild.
1,great inexpensive tablet.
1,product good apps not.
1,great for toddlers.
1,gift for four yr old.
1,very good tablet for the price.
1,awesome for the price.
1,it was gift.
1,good tablet for everyday use.
1,fills my needs well.
1,good for kids.
1,great tablet for price.
1,great tablet for child.
1,i bought this as christmas gift.
1,easy to use.
1,i like amazon.
1,great price for tablet.
1,good one for cheap money.
1,great tablet for an unreal bargain.
1,great price great tablet.
1,easy to use.
1,nice for the money.
1,very happy with product .
1,very good tablet.
1,this is an unbelievable tablet for the price.
1,younger kids christmas.
1,excellent tablet low price.
1,amazing price and great quality.
1,bought for gift.
1,works for what you need.
1,great economical tablet.
1,great tablet for young children.
1,good little tablet.
1,great tablet for toddler.
1,gift under budget.
0,did not like the product.
1,love the tablet.
1,father loved it.
1,great if you have amazon prime.
1,great cheap christmas gift.
1,good for kids as well as adults.
1,very good for the price.
1,great for the kids.
1,for the kids.
1,pretty good tablet.
1,great for children.
1,do not know yet.
1,great tablet for beginner.
1,amazon  fire.
0,good but not apple.
1,great tablet for the price.
1,good buy value.
1,the little tablet that could.
1,easy to use tablet.
0,i would recommend for small children.
1,it was gift for grandchild.
1,good quality for amazon fire.
0,got on sale.
1,extra tech equipment.
0,i little disappointment.
1,great for the price.
1,great device especially for the price.
1,everything wanted.
0,nice cheap gift.
1,fire th generation.
1,gift for mom.
1,great for kids.
1,great for the price.
1,gift for my daughter.
1,nice for the price.
1,amazon fire .
1,great for the price.
1,great beginner tablet  kid friendly.
1,good little tablet.
1,wonderful for our grandsons.
1,great for beginner.
1,pretty good tablet.
1,great little tablet for the price.
1,good entertainment for the kid is.
1,great tablet for basic use.
1,love the table. great starter tablet for kids.
1,love the colors available now.
1,excellent starter tablet for a.
0,not the best.
1,more capable than my paperwhite.
1,good starter tablet.
1,great small tablet.
1,very nice for the price.
1,nice beginner tablet.
1,it was great present for my nephew.
1,great camera for the price.
1,great for ppl new to technology.
1,kindle works great.
1,perfect for games.
1,great item for young child.
1,great tablet for the money.
1,great tablet for kids.
1,perfect gift for my yr old nephew.
1,great for all skill levels.
1,son loves it.
1,first tablet for daughter.
1,great antivirus prices for kaspersky lab.
1,great tablet for kids.
1,better price and versatility than ds.
1,great affordable tablet.
1,awesome present for teenager.
1,amazon fire .
0,ok starter tablet.
1,we have four in our home.
1,great for on the go.
1,wow great find.
1,it is the bomb dot com.
1,worth every penny.
1,recommend for kids for less light screen.
1,bought for my daughter.
1,great tablet for beginner.
1,excellent tablet for the .
1,great for my . year old niece.
1,not for me.
1,great for games.
1,kids enjoying them.
0,not worth the price.
1,nice tablet for kids.
1,great tablet for kids.
1,daughter loves this.
1,nice little tablet.
1,great little tablet for st time user.
1,great for the price.
1,great for kids.
1,great for kids.
1,best low cost tablet anywhere.
1,it is ok but.
1,tablet is great for my  year old.
1,easy to use.
1,good entertainment with excessive ads.
1,great for ebooks.
1,nice unit for the beginner.
1,my daughter loves it.
1,great little tablet.
1,great little tablet.
1,good tablet for kids.
1,good tablet for kids.
1,good one for the price .
1,love every thing except the charger.
1,great product for the price.
1,good amazon fire.
1,bang for the buck.
1,stocking stuffer gold.
1,good phone for teenager is st.
1,nice for the price.
1,great tablet for little ones easy to use.
1,great tablet for the price.
1,great little tablet.
1,great budget tablet.
1,great starter tablet for school age child .
1,not full review only need  or  functions.
1,great tablet for young ones.
1,makes great gift.
1,ok tablet with necessary tinkering.
1,good tablet for the price.
1,easy to operate device.
1,easy for the elderly.
1,great buy for great item.
1,great tablet for children.
1,great product for the price.
1,great deal on my amazon fire  tablet.
1,nice tablet for the price.
1,simple and easy to use.
1,great price great little tablet.
1,good cheap tablet.
1,good cheap tablet.
1,very versatile device.
1,nice tablet reader.
1,i really like this version.
1,a good beginning.
1,good cheap tablet for kids.
1,amazing price on must have.
1,good inexpensive tablet.
0,not for kids.
1,awesome price and features.
1,great tablet for kids.
1,best android tablet for the price.
1,another great product from amazon.
1,ca not go wrong for books with the fire.
1,tablet for grandchildren.
0,sufficient for streaming.
1,love it and you should get one.
1,great inexpensive tablet.
1,bought  for tutoring kids.
1,great table for cost.
1,great for kids.
1,good all around product.
1,my daughter love reading books on the table.
1,my son loves his tablet.
1,a good tablet with great value.
1,perfect for kids.
1,great little tablet.
1,good cheap tablet.
1,nephew loves it.
1,it for starters tablet.
1,great  price.
1,nice tablet for kid.
1,great tablet for kids.
1,my  yo son loves his kindle.
1,excellent starter tablet.
1,great christmas gifts for the price.
1,gift for christmas.
1,excellent tablet exactly what was looking for.
1,decent nonandroid tablet.
1,very good reader at an affordable price.
1,great tablet for the price.
1,good purchase for my yearold.
1,awesome entry level tablet perfect for young kids.
1,my kids love their kindles.
1,amazon fire  tablet.
1,okay but not so powerful tablet.
1,great tablet for child.
1,good purchase for my year old.
1,amazon is on fire.
1,great little tablet.
1,well received by grandkids.
1,great for kids with disabilities.
1,great for young kids.
1,great tablet for low price.
1,nice color tablet.
1,great product quality.
1,small but mighty.
1,great tabletwas gift.
1,daughters love them.
1,kindergartners love it and so do i.
1,good for price.
1,great tablet at great price.
1,its great device.
1,nice affordable tablet.
1,great price for great little tablet.
1,like lot.
1,great budget tablet.
1,great low cost option.
1,great for young teens and adults.
1,perfect for my son.
1,considering the price paid a.
1,decent quality for the money.
1,absolutely love this tablet.
1,love this tablet.
1,great tablet wonderful quality.
1,works as reader.
1,good tab for the money.
1,great inexpensive tablet.
1,right size for my purse.
1,works well so far.
0,this is slow.
1,great inexpsensive item.
1,worth the purchase.
1,serves my purpose.
1,excellent tablet at such price point.
1,great tablet for kids.
1,great purchase for under .
1,great tablet for great price.
1,great tablet for tween.
1,good tablet for reading and internet.
1,promises  gig but delivers far less.
1,good for kids.
1,great tablet for all ages.
1,ca not beat the value.
1,great tablet for the price.
1,great tablet and price.
1,great fur the price.
0,what piece of junk.
1,easy to use.
1,this is great tablet for seniors and youth alike.
1,grandkids loved it.
1,awesome cheap tablet.
1,great little tablet.
1,great for beginner.
1,great little tablet.
1,big power small device.
1,good value tablet.
1,such great product.
1,great tablet for kid.
1,great device user friendly.
1,love this tablet.
1,good cheap tablet.
1,great tablet for the price.
1,great for teens.
1,better than thought.
1,offers lot for the price.
1,great buy for the price.
1,great for basic features.
1,great option for the price.
1,what deal.
1,simple and great value.
1,cannot beat the quality of this tablet.
1,very nice reader.
1,was good gift.
1,dependable and sleek.
1,great for watching movies.
1,great entry tablet.
1,great tablet for price.
1,great value for the price.
1,easy to use.
1,good for its price point.
1,again great value.
1,great little tablet for the .
1,i already had one.
1,awesome tablet for beginner.
1,perfect for tween.
1,my granddaughter loves it.
1,great buy for younger adults.
1,great tablet for the price.
1,useful reader shopping experience app quirks.
1,great all around tablet.
1,i like it.
1,great little pad.
0,it has everything but not as easy to use.
1,great amazon fire reader.
1,replacement for nabi.
1,best value you can get for .
1,great for anyone.
1,perfect tab for reading.
1,a good tablet.
1,great for my  year old to read.
1,great tablet for the budget.
1,great for the price.
1,totally worth the money.
1,amazon fire .
1,great for kids.
1,mom likes it. kindda.
1,great amazon  fire  tablet.
0,you get what you pay for.
1,nice kids tablet.
1,great inexpensive option for my yr old.
0,too many ads.
1,good product great price.
1,great buy for the price.
1,great for my  year old grandchild.
1,great for books.
1,great tablet for kids.
0,in store customer service is terrible.
1,there pretty fast.
1,great service recommend it to my friends and fam.
1,good for games.
1,great for shoulder to shoulder training video.
1,great for what it is.
1,a great floor cleaner.
1,great for child. love the parental controls.
1,i love it.
1,awesome for price.
1,good tablet for kids.
1,simple but does wonders.
1,great tablet for kids.
1,fun for trips.
1,good for the cost.
0,screen resolution not good.
1,mom bought as present.
1,hard to believe.
1,good tablet for the price.
1,good for the price.
1,good for streaming.
1,the best tablet at this price point.
1,for my kids.
1,you can not get some apps from google app store.
1,great tablet for kids.
1,awesome tablet for reading.
1,say goodbye to summer reading list complaints.
1,great tablet for only .
1,good buy for the price.
1,my new shopping toy.
1,great tablet for kids.
1,great tablet for my four years old.
1,useful product in less price.
1,top value for the money.
1,just what we wanted.
1,this item is real nice for the price .
1,great tablet great value.
1,great for the price.
1,great tablet for the price.
1,bought for my stepson he loves it.
1,love this tablet.
1,simple easy to use does what it says on the box.
1,good for kids.
1,good tablet for beginner.
1,good for netflix or web.
1,tablet is great to take places.
1,a big hit.
1,great tablet for beginner.
1,good buy to entertain kids on roadtrip.
1,ca not expect more for the price.
1,it is good for the price.
1,good budget tablet.
1,i love it.
1,good for the price.
1,great for kids.
1,great tablet for someone who wants to check email.
1,great for reading.
1,great tablet for children.
1,my grandson loved it.
1,i love the tablet size and functionality.
1,for the price this tablet is steal.
1,gift to grandson.
1,good all around tablet.
1,we use it all the time about  to  time day.
1,great value and best kindle fire yet.
1,great basic tablet.
1,my wife loves the fire.
1,good to go.
1,great product for the price.
1,purchased as gift.
1,after two weeks find the product outstanding.
1,my favorite so far.
1,great value for ereader.
1,love this tablet.
1,great tablet for toddlers.
1,great for beginners.
1,love the kindlefire.
1,so far so good.
1,nice tablet for the kids.
1,great starter tablet.
1,good starter tablet.
1,good tablet for  year old.
1,does what it needs to but do not expect much.
1,amazon fire  gb.
1,i love it for kids.
1,great tablet for kids.
1,great updated device.
1,cheap apps and reading.
1,great tablet for kids.
1,great and easy to use product.
1,great tablet for the price.
0,based off of chrome cast.
1,excellent for children.
1,the best bargain ever.
1,great tablet for beginners.
1,great beginner tablet.
1,cheap but good.
1,great for kids.
1,great tablet for the money.
1,awesome tablet at great price.
1,worth it if you have prime.
1,good deal for the price.
1,bought for grandchildren they love it.
1,great for special needs kids.
1,good product as long as you can keep it working.
1,great value for the money.
1,good tablet for price.
1,awesome for my neice. hers broke few days ago.
1,great tablet for short .
1,great tablet for children.
1,love fire tablet.
1,great tablet for the price.
1,great mid sized tablet.
1,just another electronic.
1,this is nice tablet.
1,happy with the purchase.
1,good enough for my elderly uncle.
1,very googd product.
1,kids love it.
1,smart and lovable.
1,great tablet for my son and wife.
1,fast startup good battery life.
1,vary good for the .
1,great product for kids.
1,bargain price not bargain quality.
1,all kindels are great.
1,great for playing.
1,needed to replace old one.
1,the small size is just what want.
1,easy to use.
1,budget tablet does not disappoint.
1,gave as gift.
1,awesome tablet for the kids.
1,handy extra computer and fun.
1,best tablet value.
1,loved it lost it.
0,an ok tablet.
0,great ereader not so great as tablet.
1,great tablet great price.
1,great tablet for the money.
1,great tablet for kids.
1,good basic tablet.
1,good basic tablet.
1,good for reading but kind of slow.
1,great tablet for beginner.
1,no brainer for the price.
1,amazing tool for web surfing.
1,great tablet for the money.
1,like but missing few things.
1,great for people who dont want laptop.
0,freezes lot when using it.
1,great tablet for adults and kids.
1,great tablet for six year old.
1,very good for reading ebooks.
1,perfect tablet for great price.
1,awesome price awesome buy.
1,great for reading and movies.
1,great tablet for my child.
1,nice size takes very good pictures and video for.
0,not bad for tablet.
1,like the spikier.
0,it freeze up lot.
1,excellent tablet for little one.
0,this thing blows.
1,great for kids.
1,great tablet for beginner.
1,fun for starting out.
1,great tablet for an affordable price.
1,great and affordable.
1,great kindle for the .
1,great for kids.
1,great tablet for great price.
0,really annoying ads.
1,great tablet for the price.
1,great tablet for beginner.
1,greath for travel.
1,great product for the price.
1,great for kids.
1,hooked on reading books online.
1,decent tablet for kids.
1,this tablet is just what needed.
1,good tablet for the money.
1,good tablet for beginner.
1,great for the price.
1,great for the kids and adults.
1,great tablet for ebooks and audio books.
1,nice tablet for the price.
1,very good for kids.
1,great tablet for the money.
1,perfect for my kids.
1,great replacement kindle.
1,great for pre teen.
1,great quality for the price.
1,very useful to my autistic daughter.
1,great tablet for second grader.
1,wonderful for reading and playing.
1,great tablet but little slow.
1,serves its purpose.
1,wonderful product for young children and portable.
0,pictute quality and performance low.
0,nice economical buy for very young kids under .
1,read books for great price.
1,great tablet for price.
1,great tablet for anyone.
1,great tablet for my children.
1,good for kids.
1,great little tablet.
1,the kindle is great.
1,best thing have ever purchased from best buy.
1,great for the price.
1,perfect for my  year son.
1,nice all arround tablet.
1,a good starting tablet.
1,the amazon fire tablet is good.
1,super easy and kid friendly.
1,great for kids too.
1,awesome starter tablet.
1,great tablet for beginner.
1,easy to use.
1,i am loving it.
1,very good and easy to operate for kids.
1,great for regular amazon users.
1,great for kids.
1,good little reader.
1,for kids and entry level.
1,replacement for kindle paperwhite.
1,still learning how to use it.
1,not the newest but still contender.
1,great tablet for books plus more.
1,this gadget cost only  dollars but very g.
1,great tablet for kids or entry level adult.
1,great for my kids.
1,great for kids.
1,great for the price.
1,nice amazon fire  tablet.
1,i am enjoying this tablet.
1,good tablet for kids.
1,great device for my kids.
1,a best buy at the time.
1,best tablet for the price.
1,great for kids.
1,great value for the money.
1,great little tablet.
1,this is great tablet for anyone to use.
1,good tablet for under  dollars on sale.
1,great for my  yr old.
1,great tablet for the cost.
1,excellent tablet for the price.
1,great tablet for kids.
1,great for kids.
1,my children just love this tablet.
1,gift for girlfriend.
1,nice tablet for kids.
1,replacement for nook.
1,different than expected but great.
1,kindle fire .
1,great value for kids.
1,great for my  yr old with all the learning games.
1,nice tablet for my teenage grandson.
1,great for kids.
1,great buy for the price and what it is.
1,a gift for my husband  it is his third one.
1,perfect for traveling.
1,works like charm.
1,good display nice size.
1,great gift for avid reader.
1,great bargain tablet.
1,great tablet for the money.
1,good color good buy.
1,great for kids.
1,great for teaching child to maneuver tableta.
1,good tablet for beginner.
1,one of the best options out there.
1,perfect for protection.
1,easy to use.
1,great gadget especially for travel.
1,really enjoy this product.
1,grandsons love them.
0,not for those who wants to read free epub books.
1,great tablet for starters.
1,great tablet for the money.
1,better than the first generation.
1,great tablet for kids.
1,excellent product and price.
1,love this tablet.
1,inexpensive tablet for anyone.
1,great camera for little person.
0,worst tablet we found.
1,decent tablet good price one issue.
1,great for my daughter.
1,works well for what needed it for.
1,great beginner computer.
1,love my tablet.
1,awesome for kids.
1,very good for the price.
1,great deal fit good tablet.
1,my nephew is birthday.
1,great for the whole family.
1,best ereader out.
1,i purchased this item as gift for my grandson.
1,great tablet for kids.
1,great tablet for  yr old.
1,great tablet for the price.
1,great product for the price.
1,great little tablet.
1,bought for kids to watch movies.
1,really good tablet for beginners.
1,great for kids.
1,perfect for my needs.
1,love my tablet.
1,wo not leave without it.
1,ideal for senior.
1,nice tablet for beginner .
1,good tablet for kids.
1,good for money.
1,great tablet for young kids and adults.
1,good  sturdy ads all over the place.
1,a good product.
1,cool product better price.
1,what deal.
1,great tablet for such low price.
1,great for the price.
1,good tablet for grandkids.
1,great tablet for the price.
1,battery life could be better.
1,all that was expected.
1,great low cost readertablet.
1,i am very happy with the kindle fire.
1,amazon fire tablet.
1,a great gift.
1,great hand held at great price.
1,easy to use.
1,great inexpensive disposable tablet.
1,great for year kids.
0,good basic tablet.
1,great basic tablet.
1,great for my son.
1,excellent tablet at very good price.
1,great tablet poor apps.
1,great for my needs.
1,nice inexpensive tablet.
1,great device for kids.
1,great budget tablet.
1,good for him.
1,excellent choice  perfect.
1,very nice tablet for the price.
1,best deal for the money.
1,my first kindle fire .
1,great tablet for kids.
1,great for kids.
1,great tablet for cheap.
1,a lot of tablet for your money.
1,worth of it.
1,wonderful little tablet.
1,the  fire tablets bought as gifts.
1,perfect for kids.
1,great entry tablet.
1,amazing price and great value.
1,excellent tablet  suits my needs to t.
1,i like my amazon fire.
1,tablet for the kids.
1,great value and awesome.
1,great tablet for the first for our year old gran.
1,nice and simple.
1,great for the price.
1,great for my little reader.
1,a xmas gift for my granddaughter she loves it.
1,great little tablet.
1,perfect tablet for kids.
1, year old loves it.
1,great tablet for kids.
1,good for the price.
1,does the job.
1,really enjoy the kindle brand.
1,good for kids.
1,given as gift.
1,great tablet. bought for my kids.
1,great tablet for any age.
1,easy to use.
1,great device for travel.
1,great tablet at great price.
1,great for grandma.
1,my kids love this.
1,cheap price but not cheap product.
1,awesome tablet for my kids.
1,good little tablet.
1,great tablet for an avid reader.
1,simple but useful.
1,awesome little tablet.
1,great for yr old.
1,best bang for the buck.
1,great tablet for unbeatable price.
1,great starter tablet for my son.
1,easy to use.
1,great tablet for my teenager.
1,great tablet for familes.
1,great for kids.
1,nice compact product.
1,great beginner tablet.
1,great starter tablet.
1,ca not beat the price.
1,easy to use and clear readable screen.
1,great tablet for kid.
1,good entry level tablet.
1,love it for ebooks.
1,great tablet kid friendly.
1,great tablet at great price.
1,our  year old son loves it.
1,excellent for price.
1,just what needed.
1,i bought two kindles.
1,great for kids cheap tablet.
1,great tablet for beginner.
1,this is good tablet for the price.
1,great tablet for the price.
1,great value excellent reader and music player.
1,purchased for the kids and they love it.
1,satisfied with the product.
1,good tablet for great price.
1,quick and great performance.
1,good product for  range.
1,great tablet for beginners.
1,granddaughter loved it.
1,great for my children.
1,this is great deal for anybody wanting tablet.
1,great tablet for my older mother. she can check e.
1,bought for kids.
1,great tablet for the money.
1,tablet for grandkids.
1,great tablet found apps in amazon app store.
1,great for kids of all ages.
1,one of the best tablets round.
1,great all around tablet.
1,my daughters love it.
1,best value in small tablet.
1,ipad mini killer.
1,great tablet for grandkids.
1,kindle fireis perfect for everyone.
1,maximum memory used.
1,great for my mom.
1,great tablet for kids and adults.
1,good basic tablet.
1,fire  tablet.
0,not as great as expected.
1,great tablet for general browsing and games.
1,great for kids or new people to technology.
1,affordable and compatible.
1,good for basic tablet and reader.
1,great and cheap.
1,awsome tablet for my kids.
1,great tablet for great price.
1,great little tablet for the price.
1,great for travel.
1,great beginner tablet.
1,great picture and motion.
1,great functional tablet.
1,our fire has been good choice.
1,bang for buck.
1,great gift for child . camera.
1,love this tablet.
1,nice tablet for surfing.
1,great for reading.
1,good product great price.
1,perfect for my kids.
1,great tablet for student.
1,good product foe first time user is.
1,great small tablet easy to use.
1,great for my nephew.
1,does what need.
1,great basic tablet.
1,good but dufferent.
1,great cheap netflix watching tool for the children.
1,great value for the money.
1,nice tablet for yr old.
1,great gift for my niece and nephew.
1,gift for parents.
1,great gift to granddaughters.
1,great for the price.
1,good for everyday use.
1,great first kindle.
1,good tablet for the price.
1,the perfect gift.
1,awesome tablet for  year old.
1,great amazon fire tablet.
1,great ereader and more.
1,it does what need.
1,great starter tablet.
1,great for beginner.
1,great tablet for kids.
1,this was christmas present.
0,good cheap tablet with less than stunning display.
0,veer poor perform.
1,great device for the price.
1,great speed  easy to use.
1,awesome for reading.
0,waste of money.
1,good for kids.
1,great item for little price.
1,great for kids.
1,great tablet for young child.
1,very great tablet.
1,great for beginner.
1,great gift for my younger brother.
1,good for simple users.
1,adequate for its purpose.
1,best tablet for the price.
1,nice tablet good price.
1,great tablet for my young granddaughter.
0,purchased for  year old.
1,ok for adults but not for kids.
1,nice device for social media and entertainment.
1,nice tablet for the price.
1,great for reading.
1,ca not beat it for the price.
1,great tablet for young children.
1,perfect for reading in bed.
1,great product. easy to use.
1,tablet for kids.
1,good tablet for kids.
1,ample features. skimpy price.
1,great for beginner.
1,tablet for kids.
1,great small tablet.
1,best tablet for the price.
1,bought for my son.
1,great tablet for beginner.
1,great tablet for kids.
1,could not pass up the price.
1,we love this.
1,easy to use for st time tablet users.
1,great tablet for the price.
1,great as mini tablet.
1,great tablet for my son.
1,amazing tablet for all ages.
1,great entry level tablet.
1,i like it lot.
1,nice reader for my young child.
1,good screen for reading acceptable pricequality.
1,ca not beat this for the price.
1,reasonably priced tablet.
1,fast enough worked better than my old i.
1,good gift for mom.
1,great for games.
1,great cheap tablet.
1,very good tablet for the .
1,best gift this christmas.
1,for my grandson. he loves it. easy to use.
1,great simple tablet.
1,excellent tablet for all ages.
1,very friendly tablet with all you need.
1,great easy tablet.
1,great little tablet.
1,perfect for my kids.
1,good tablet for the price.
1,got it for my daughter for her birthday.
1,very good product.
1,she loved it .
1,easy to use.
1,first tablet ever.
1,good tablet for price.
1,i just love my fire tablet.
1,great for readers.
1,nice for beginner tablet.
1,perfect starter tablet.
1,great starter tablet.
1,nice tablet for children.
1,great table for the price.
1,great  the .
1,great for price.
1,good tablet for kids.
1,great for traveling.
1,great tablet for teens.
1,good little tablet for kids.
1,great tablet for my  year old.
1,great product for the price.
1,great little tablet.
1,one of the better  tablets out there.
1,great for kids.
1,hd fire kindle.
1,kindle fire  great for multiple uses.
1,great for traveling .
1,great tablet for reading games and internet.
1,cheapest workable android tablet.
1,excellent tablet for the money.
1,great tab for beginners.
1,awesome christmas present.
1,it is good buy for my first tablet.
1,needed for fairly limited function  just fine.
1,great tablet great price.
1,great for games.
1,nice product for the price.
1,great tablet for the money.
1,good tablet for kids.
1,amazon  fire   tablet  gb  black.
1,bargain price for tablet.
1,its ok for money. but it is heavily advertised.
1,kids use and video chat.
1,nice updates from the old kindle .
1,great tablet for prime members.
1,excellent for my kids to navigate.
1,great product at very good price.
1,great reading tablet.
1,steal for the money.
1,great item especially for amazon prime members.
1,one of the best tablets have found.
1,its great little tablet for kids.
1,a nice tablet.
1,great tablet for child.
1,best reader small tablet for price.
1,great value for the price.
1,great tablet for children.
1,excellent low cost tablet.
1,great tablet for kids.
1,best tablet for the price.
1,good first tablet.
1,great tablet for an  yr old.
1,great tablet for kid.
1,great beginner tablet.
1,great job .
1,good gift for older adults especially reader.
1,does the basics.
1,gift for my self.
1,a lot of cheap tablets but this the best.
1,great product love it.
1,great tablet for the price.
1,great first tablet.
1,think of all the free books you can download.
1,great tablet for kid.
1,great tablet for books.
1,great starter tablet.
1,what steal.
1,great for kids.
0,cheap but faulty. not what was expecting.
1,best tablet purchased.
1,google play sideloads easy but.
1,wonderful tablet for the price.
0,alright tablet for the price.
1,great tablet. great value. no problems.
1,great starter tablet.
1,perfect gift for my son.
1,best tablet ever.
1,perfect for my son.
1,great black friday deal.
1,good for reading.
1,okay cheap tablet.
1,for this price it is ok.
0,glorified ereader not tablet.
1,great tablet for your money.
1,best tablet have owned.
1,great beginner tablet.
1,great tablet for price.
1,great buy great price.
1,great for beginners.
1,i got it for  yearold kid and he love it.
1,great for everyday use.
1,nice basic tablet.
1,great black friday deal.
1,decent tablet for the price.
1,great tablet for beginner.
1,very small screen.
1,great tablet for the money.
1,good for the price.
1,great device for child.
1,good for price.
1,christmas gift for dad.
1,good reading device for my  year old.
1,no brainier purchase.
0,okay enough for game playing.
1,great beginner tablet.
1,it is no ipad but useful.
1,great tablet for the cost.
1,great for kids.
1,good for what need.
1,affordable tablet for my tween.
0,good children is apps.
1,i like the kindle fire. still have alot to learn.
1,best one for low price.
1,great tablet for new users.
1,great for the cost.
1,great for first timer.
1,good starter tablets.
0,good but slow.
1,best sub tablet.
1,great tablet for the low price.
1,great tablet for price.
1,excellent tablet for the price.
1,buy it .
1,great for the price some issues.
1,great price  great tablet.
1,good tablet for the price.
1,awesome tablet for kids.
1,it is very good.
1,enjoyed this tablet.
1,good tablet for older person.
1,better than lugging around laptop.
1,love this  kindle fire tablet.
1,great product for price.
1,easy to use.
1,excellent gift for anyone.
1,great for what need it to do.
1,tablet is very user freindly.
1,great little tablet.
1,a little disapointed.
1,so easy to use.
1,great starter tablet for less than .
1, tablet. awesome.
1,great tablet at great price.
1,great starter tablet.
1,great tablet and good size.
1,perfect tablet for youngster.
1,good deal for the money.
1,excellent starter for children.
1,christmas gift for the wife.
1,bought it as gift for someone new to tablets.
1,great for travel and simply playing games.
1,great reading assistant.
1,great for grandma  mother in law.
1,i like it.
1,great for amazon.
1,great bought it for my niece she loves it.
1,excellent value for rd kindle product.
1,nice cheap tablet.
1,it works but it is slow.
1,brought for my granddaughter.
1,like it very much.
1,great buy for my little brother.
1,easy to navigate.
1,great overall for price.
1,great for the price.
1,tablet for the whole family.
1,great for kids.
1,great for kids.
1,perfect beginner tablet.
1,nice little tablet.
1,good for games for elderly.
1,very good tablet for its size capability.
1,okay but beware.
1,works great for the classroom.
1,great for grandma  mother in law.
1,great for reading.
0,great for  year old after.
1,great for kids.
1,ca not beat that price.
1,it was good.
1,a nice ebook reader that also is tablet.
1,so many great features.
1,great starter tablet.
1,great gift for the price.
1,great family device.
1,no tech dad gets techy.
1,great amazon fire tablets for ..
1,love it exchanged it from the  amazon fire.
1,get tablet for great price.
0,great gift for kids not teens.
1,bought for my son as gift.
1,purchased as gift.
1,glad upgraded.
1,great for games.
1,great affordable tablet.
1,ereader at best not tablet.
1,good for kids.
1,my  sons love them. alot of bang for the buck.
1,its paid for itself.
1,great tablets for children.
1,hubby loves it.
1,great for the price.
1,great item for the price.
1,perfect for everything online.
1,great for ages   .
1,great tablet for the price.
1,easy to use. good functionality. inexpensive.
1,great for my  yr old son.
1,great for reading.
1,perfect for its price.
1,great tablet for my grandkids.
1,perfect for my husband easy to use.
1,love my kindle fire.
1,great for kids.
1,great tablet at great price.
1,great item for beginner.
1,great inexpensive gift.
1,great tablet for my yr old.
1,great tablet for everyone.
1,great for teens.
1,excellent purchase  amazon kindle fire  tablet.
0,not good tab though at low price.
1,great little tablet. my son loves it.
